Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
Step-up,Body Weight,No,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (second leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (first leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",
Step-up:  Step-down,Body Weight,Yes,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee.",Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",521
Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,No,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",,"Hamstrings, Gastrocnemius, ",Thighs,4,"Quadriceps, Gluteus Maximus",
Squat,Self-assisted​​​​​​​,No,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
Step Down,Self-assisted​​​​​​​,No,Basic or Auxiliary,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side slightly forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",
Single Leg Squat,Suspended,No,Basic or Auxiliary,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Erector Spinae (see notes), ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Trapezius, Middle, Rhomboids, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",,"Hamstrings, Gastrocnemius, ",Thighs,5,"Quadriceps, Gluteus Maximus",
Single Leg Split Squat,Suspended,No,Basic or Auxiliary,Compound,Push,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Thighs,4,"Quadriceps, Gluteus Maximus",
Glute-Ham Raise,Barbell,No,Basic or Auxiliary,Isolated,Pull,"Place ankles between ankle roller pads with feet on vertical platform and position knees on pad with lower thighs against large padded hump. If barbell can safely be placed on horizontal handles, grasp barbell in upright position and place behind shoulders. If barbell is placed on floor, lower torso by extending knees and flexing hips, then position barbell on back of shoulders. Grasp bar to sides.","From lower position, raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Sartorius, Gracilis, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,4,"Hamstrings, Gluteus Maximus",
Good-morning,Barbell,No,Basic or Auxiliary,Isolated,Pull,Position barbell on back of shoulders and grasp bar to sides.,"Keeping back straight, bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Hyperextension,Barbell,No,Basic or Auxiliary,Compound,Pull,Position thighs prone on large pad and lower leg under padded brace. Place barbell on back of shoulders and grasp bar to sides.,Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Erector Spinae, Gluteus Maximus, Adductor Magnus, ","Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Lower, Pectoralis Minor, Rhomboids, ",,,Thighs,2,"Erector Spinae, Gluteus Maximus",
Hyperextension (45°),Barbell,No,Basic or Auxiliary,Compound,Pull,Position thighs prone on padding. Hook heels on platform lip or under padded brace. Place barbell on back of shoulders and grasp bar to sides.,Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Erector Spinae, Gluteus Maximus, Adductor Magnus, ","Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Brachialis, Brachioradialis, Biceps Brachii, Trapezius, Lower, Pectoralis Minor, Rhomboids, ",,,Thighs,2,"Erector Spinae, Gluteus Maximus",
Straight-leg Deadlift,Barbell,No,Basic,Compound,Pull,"Stand with shoulder width or narrower stance on shallow platform with feet flat beneath bar. Bend knees and bend over with lower back straight. Grasp barbell with shoulder width overhand or mixed grip, shoulder width or slightly wider. Lift weight to standing position.","With knees straight, lower bar toward top of feet by bending hips. After hips can no longer flex, bend waist as bar approaches top of feet. Lift bar by extending waist and hip until standing upright. Pull shoulders back slightly if rounded. Repeat.","Hamstrings,","Erector Spinae, Gluteus Maximus, Adductor Magnus, ","Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Straight-leg Deadlift:  Straight-back,Barbell,Yes,Basic or Auxiliary,Isolated,Pull,Grasp barbell from rack ordeadliftfrom floor with shoulder width or slightly wider overhand or mixed grip. Stand with shoulder width or narrower stance.,"With knees and back straight, lower bar by bending hips until hamstrings are tight, or just before lower back bends. Lift bar by extending hips until upright. Pull shoulders slightly back at top of lift if rounded. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",532
Lying Leg Curl,Cable,No,Basic,Isolated,Pull,Attach two ankle cuffs to low pulley attachment. With cuffs on both ankles lie prone on flat bench with knees just beyond edge of bench. Grip under side or base of bench for support.,Raise ankles to glutes by flexing knees. Lower ankles until knees are straight. Repeat.,"Hamstrings,","Gastrocnemius, Sartorius, Gracilis, Popliteus, ",,"Tibialis Anterior, Rectus Femoris, ",,Thighs,2,Hamstrings,
Standing Leg Curl,Cable,No,Basic or Auxiliary,Compound,Pull,"Attachfoot harnessto low pulley. With foot harness on one ankle, grasp support bar with both hands and step back with other foot. Elbows remain straight to support body. Attached foot is slightly off floor.",Pull cable attachment back by flexing knee until knee is fully flexed. Return by straightening knee to original position and repeat. Continue with opposite leg.,"Hamstrings,","Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Tibialis Anterior, ",,Thighs,2,Hamstrings,
Straight-back Straight-leg Deadlift,Cable,No,Basic or Auxiliary,Isolated,Pull,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"With knees and back straight, bow forward by bending hips until hamstrings are tight, or just before lower back bends. Raise body upright by extending hips until standing. Pull shoulders back slightly at top of lift if rounded. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Straight-back Straight-leg Deadlift,Dumbbell,No,Basic or Auxiliary,Isolated,Pull,Stand with shoulder width or narrower stance. Grasp dumbbells to each side.,"With knees straight, lower dumbbells by bending hips until hamstrings are tight, or just before lower back bends. Lift dumbbells by extending hips until straight. Pull shoulders back slightly at top of lift if rounded. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Kneeling Leg Curl,Lever (plate loaded),No,Basic,Isolated,Pull,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest.,Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg.,"Hamstrings,","Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Gluteus Medius, Gluteus Maximus, ","Tibialis Anterior, ",,Thighs,2,Hamstrings,
Seated Leg Curl,Lever (plate loaded),No,Basic,Isolated,Pull,Sit on apparatus with back against padded back support. Push hand lever to lower leg pads. Place legs in between pads. Release hand lever gradually. Grasp handles to sides with each hand.,Pull lever to back of thighs by flexing knees. Return lever until knees are straight. Repeat.,"Hamstrings,","Gastrocnemius, Gracilis, Sartorius, Popliteus, ",,"Tibialis Anterior, ",,Thighs,2,Hamstrings,
Straight-back Straight-leg Deadlift,Lever (plate loaded),No,Basic or Auxiliary,Isolated,Pull,Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"With knees and back straight, bow forward by bending hips until hamstrings are tight, or just before lower back bends. Raise body upright by extending hips until standing. Pull shoulders back slightly at top of lift if rounded. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Bent-over Leg Curl,Lever (selectorized),,Basic,Isolated,Pull,"Stand in machine with lower pads behind lower legs, upper pads in front of thighs, and lever fulcrum between knees. Bend over, placing forearms on pads, and grasp handles. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform.",Raise lever up by bending knee as high as possible. Return lever until knee is straight. Repeat. Continue with opposite leg.,Hamstrings,"Gastrings, Sartorius, Gracilis,","Gluteus Medius, Gluteus Minimus,","Tibialis Anterior,",,Thighs,2,Hamstrings,
Kneeling Leg Curl,Lever (selectorized),No,Basic,Isolated,Pull,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest.,Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg.,"Hamstrings,","Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Gluteus Medius, Gluteus Maximus, ","Tibialis Anterior, ",,Thighs,2,Hamstrings,
Lying Leg Curl,Lever (selectorized),No,Basic,Isolated,Pull,"Facing bench, stand between bench and lever pads. Lie prone on bench with knees just beyond edge of bench and lower legs under lever pads. Grasp handles.",Raise lever pad to back of thighs by flexing knees. Lower lever pads until knees are straight. Repeat.,"Hamstrings,","Gastrocnemius, Sartorius, Gracilis, Popliteus, ",,"Tibialis Anterior, Rectus Femoris, ",,Thighs,2,Hamstrings,
Seated Leg Curl,Lever (selectorized),No,Basic,Isolated,Pull,Sit on apparatus with back against padded back support. Place back of lower legs on top of far padded lever. Secure lap pad on thighs just above knees. Grasp handles on lap support.,Pull far padded lever toward back of thighs by flexing knees. Return lever until knees are straight. Repeat.,"Hamstrings,","Gastrocnemius, Gracilis, Sartorius, Popliteus, ",,"Tibialis Anterior, ",,Thighs,2,Hamstrings,
Standing Leg Curl,Lever (selectorized),,Basic or Auxiliary,Isolated,Pull,Stand in machine with one or both legs between pads depending upon machine's design. Position exercising leg with lever pad behind lower leg and upper pad in front of lower thigh. Bend over and grasp handles for support if available. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform.,Pull lever up to back of thigh by flexing knee. Return lever until knee is straight. Repeat. Continue with opposite leg.,Hamstrings,"Gastrocnemius, Sartorius, Gracilis,","Gluteus Medius, Gluteus Minimus,","Tibialis Anterior,",,Thighs,2,Hamstrings,
Good-morning,Smith,No,Basic or Auxiliary,Isolated,Pull,Position bar on back of shoulders. Grasp bar to sides. Disengage bar by rotating bar back.,Bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat.,"Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Straight-back Straight-leg Deadlift,Smith,No,Basic or Auxiliary,Isolated,Pull,Stand with shoulder width or narrower stance with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees and back straight, lower bar by bending hips until hamstrings are tight, or just before lower back bends. Lift bar by extending hips until straight. Pull shoulders back slightly if rounded. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, ","Erector Spinae, Trapezius, Middle, Rhomboids, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Thighs,3,"Hamstrings, Erector Spinae",
Glute-Ham Raise,Weighted,No,Basic or Auxiliary,Isolated,Pull,Stand with shoulder width or narrower stance with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,4,"Hamstrings, Gluteus Maximus",
Hyperextension,Weighted,No,Basic or Auxiliary,Compound,Pull,Position thighs prone on large pad and lower leg under padded bar. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Erector Spinae, Gluteus Maximus, Adductor Magnus, ","See comments, ",,,Thighs,2,"Erector Spinae, Gluteus Maximus",
Hyperextension (45°),Weighted,No,Basic or Auxiliary,Compound,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Erector Spinae, Gluteus Maximus, Adductor Magnus, ","See comments, ",,,Thighs,2,"Erector Spinae, Gluteus Maximus",
Hamstring Raise,Band-assisted,No,Basic or Auxiliary,Compound,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,"Hamstrings,","Erector Spinae, Gluteus Maximus, Adductor Magnus, ","See comments, ",,,Thighs,3,"Hamstrings, Gluteus Maximus",
Glute-Ham Raise,Body Weight,No,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,4,"Hamstrings, Gluteus Maximus",
Glute-Ham Raise:  hands behind hips,Body Weight,Yes,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,4,"Hamstrings, Gluteus Maximus",552
Single Leg Hanging Hamstring Bridge,Body Weight,No,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,4,"Hamstrings, Gluteus Maximus",
Single Leg 45° Hyperextension,Body Weight,No,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,3,"Erector Spinae, Gluteus Maximus",
Straight Hip Leg Curl (on ball),Body Weight,No,Basic or Auxiliary,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.","Hamstrings,","Gluteus Maximus, Adductor Magnus, Gastrocnemius, Gracilis, Sartorius, Popliteus, ","Erector Spinae, ","Rectus Abdominis, Obliques, Tibialis Anterior, ",,Thighs,3,Hamstrings,
Inverse Leg Curl,Self-assisted,No,Basic,Isolated,Pull,"Place elevated platform in front of glute-hamstring apparatus. Adjust padded supports and kneel upright in apparatus. Position knees against large roller pad or near-upper side of padded hump (depending on model), ankles between padded supports, and feet on platform.","Lower body with hips straight by slowly straightening knees. Position hands forward, ready to push body weight back up off of surface. Control descent only with hamstrings as low as possible before catching body by quickly placing hands on elevated platform and rapidly pushing off against platform, just enough to assist hamstrings in raising body upward. Return to upright kneeling position and repeat.","Hamstrings,","Gastrocnemius, Gracilis, Sartorius, Popliteus, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Wrist Flexors, ","Gluteus Maximus, Adductor Magnus, Erector Spinae, ","Rectus Abdominis, Obliques, Rectus Femoris, Tibialis Anterior, ",,Thighs,3,Hamstrings,
Leg Curl,Suspended,No,Basic or Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat.,"Hamstrings,","Gastrocnemius, Sartorius, Gracilis, Popliteus, ","Gluteus Maximus, Erector Spinae, ","Tibialis Anterior, Rectus Abdominis, Obliques, ",,Thighs,2,Hamstrings,
Hanging Leg Curl,Suspended,No,Basic or Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat.,"Hamstrings,","Gastrocnemius, Sartorius, Gracilis, Popliteus, ","Gluteus Maximus, Erector Spinae, ","Tibialis Anterior, Rectus Abdominis, Obliques, ",,Thighs,3,Hamstrings,
Straight Hip Leg Curl,Suspended,No,Basic or Auxiliary,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.","Bend knees, pulling heels toward rear end while keeping hips and low back straight. Raise up until lower legs are vertical or fully flexed. Lower body to original position by straightening knees, maintaining straight hip position. Repeat.","Hamstrings,","Gastrocnemius, Sartorius, Gracilis, Popliteus, ","Gluteus Maximus, Erector Spinae, ","Tibialis Anterior, Rectus Abdominis, Obliques, ",,Thighs,3,Hamstrings,
Hip Adduction,Cable,No,Auxiliary,Isolated,Pull,Stand in front of low pulley facing to one side. Attach cable cuff to near ankle. Step out away from stack with wide stance and grasp ballet bar. Stand on far foot and allow near leg to be Pulled toward low pulley.,Move near leg just in front of far leg by abduction hip. Return and repeat. Turn around and continue with opposite leg.,"Hip Adductors,","Pectineus, Gracilis, Gluteus Maximus, Lower Fibers, ","Adductors, Hip (opposite), ",,,Thighs,2,Adductors,
Seated Hip Adduction,Lever (plate loaded),No,Auxiliary,Isolated,Pull,Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.,Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat.,"Hip Adductors,","Pectineus, Gracilis, ","No significant stabilizers, ",,,Thighs,2,Adductors,
Seated Hip Adduction,Lever (selectorized),No,Auxiliary,Isolated,Pull,"Sit in machine with legs outside of vertical center pads. If available, place heels on foot bars. Disengage and pull lever brace to position legs apart until slight stretch is felt. Engage lever into locked position. Lie back and grasp bars to sides.",Move legs together. Return and repeat.,"Hip Adductors,","Pectineus, Gracilis, ","No significant stabilizers, ",,,Thighs,2,Adductors,
Standing Hip Adduction,Lever (selectorized),,Auxiliary,Isolated,Pull,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller pad to side position. Face machine and grasp bars to sides. Place inside of thigh on roller pad and remain standing on supporting leg.,Move leg toward and across supporting leg Return and repeat. Reposition roller pad lever and continue with opposite leg.,"Hip Adductors,","Pectineus, Gracilis, Gluteus Maximus, Lower Fibers,","Adductors, Hip,",,,Thighs,2,Adductors,
Lying Hip Adduction,Weighted,,Auxiliary,Isolated,Pull,"Sit on floor or mat with bar, weight plates loaded on one side. Sit on hip with knees bent and place bar on inside of shoe with weight plate beyond foot. Holding on to opposite end of bar, lie on side with weighted leg extended out straight and upper leg extended behind.",Raise weighted leg up off floor as high as possible while balanciong bar inside of foot and holding onto nearest side of bar. Return to floor and repeat. Repeat and continue with opposite leg.,"Hip Adductors,","Pectineus, Gracilis, Gluteus Maximus, Lower Fibers,","Adductors, Hip,",,,Thighs,2,Adductors,
Standing Calf Raise,Barbell,No,Basic,Isolated,Push,Set barbell on power rack upper chest height with calf block under barbell. Position back of shoulders under barbell with both hands to sides. Position toes and balls of feet on calf block with arches and heels extending off. Lean barbell against rack and raise from supports by extending knees and hips. Support barbell against verticals with both hands to sides.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Soleus, ","No significant stabilizers, ",,,Calves,2,"Gastrocnemius, Soleus",
Standing Calf Raise,Cable,No,Basic,Isolated,Push,Place cable belt or dip belt around waist. Kneel before low pulley and attach belt to cable. Stand on calf block and grasp support bar for balance. Position toes and balls of feet on calf block with arches and heels extending off.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Soleus, ","No significant stabilizers, ",,,Calves,2,"Gastrocnemius, Soleus",
Standing Calf Raise:  One Arm Single Leg Calf Raise,Cable,Yes,Basic or Auxiliary,Isolated,Push,Stand facing low pulley with platform on floor. Bend over and grasp stirrup attachment with one hand. Stand on edge of platform and grasp support bar for balance. Position toes and balls of feet on platform with arches and heels extending off. Lift one leg up off of floor.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat.,"Gastrocnemius,","Soleus, ","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,,Calves,3,"Gastrocnemius, Soleus",567
Standing Calf Raise,Dumbbell,No,Basic,Isolated,Push,Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Soleus, ","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",,,Calves,2,"Gastrocnemius, Soleus",
Standing Calf Raise:  Single Leg,Dumbbell,Yes,Basic or Auxiliary,Isolated,Push,Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance. Lift other leg to rear by bending knee.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.,"Gastrocnemius,","Soleus, ","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,,Calves,3,"Gastrocnemius, Soleus",569
45° Calf Press,Lever (plate loaded),No,Basic,Isolated,Push,Sit on seat with back on padded support. Place feet on platform. Grasp handles to sides and extend hips and knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.,Push platform by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,"Gastrocnemius,","Soleus, ","No significant stabilizers, ",,,Calves,3,"Gastrocnemius, Soleus",
